member_id,gender,visit_last_1mo,visit_last_2mo,visit_last_3mo,spending_last_1mo,spending_last_2mo,spending_last_3mo,age,monthly_income,marital_status,payment_channel,buy_groceries,buy_toiletries,buy_food,buy_electronic,buy_clothes,buy_home_appliances,recency_last_visit,response
475378,Female,6,5,7,785496,824584,794842,27,9275400,Married,Cash,0,1,1,0,0,0,22,0
417893,Male,4,3,2,360559,336113,319682,28,4168500,Single,Cash,1,1,1,0,0,0,23,0
878186,Female,3,3,5,348154,400051,402086,27,5104000,Married,Credit Card,0,1,1,0,0,1,26,1
257478,Female,2,5,2,443866,551252,688799,27,2762900,Married,Credit Card,1,1,1,0,0,1,8,0
53097,Female,7,4,7,158967,138754,129837,31,5748800,Single,Cash,0,1,1,0,0,0,21,0
120192,Female,2,4,2,549418,519244,496970,27,3472700,Single,Credit Card,0,0,1,0,0,1,0,1
585627,Female,1,2,2,505490,491276,477989,44,7574000,Married,Credit Card,0,1,0,1,0,0,17,1
750451,Male,5,6,3,552413,563977,500361,30,7585400,Single,Debit Card,1,1,1,0,0,0,22,1
435240,Male,2,2,1,426797,441037,426212,30,4294100,Single,Cash,0,1,1,0,0,0,18,1
257744,Female,3,2,4,592062,576650,425889,32,6768100,Married,Debit Card,0,1,1,0,0,1,9,1
720328,Female,3,4,1,839600,692788,749468,30,3779100,Married,Cash,0,1,1,0,0,0,21,0
136222,Male,1,6,3,291572,294790,309526,26,8664400,Married,Debit Card,0,1,1,1,0,0,29,0
46034,Female,4,5,6,396300,370219,394206,24,10083800,Married,Cash,0,1,1,0,0,0,21,1
819037,Female,3,5,3,764880,600422,623214,21,2724900,Single,Debit Card,0,1,1,1,0,0,23,1
717055,Female,2,4,5,308764,282968,276854,31,9790800,Single,Cash,1,1,1,0,0,1,13,0
576427,Female,3,4,6,277558,259600,216177,30,4696000,Married,Cash,1,1,1,0,0,0,15,0
185578,Male,3,6,5,459488,411136,424316,25,10131900,Single,Debit Card,0,1,1,0,0,1,23,0
992408,Female,7,6,5,477190,439569,403476,29,3090400,Single,Debit Card,0,0,1,0,0,0,2,1
124923,Male,2,6,7,317225,355694,378131,39,5837900,Single,Credit Card,0,1,1,0,0,1,16,1
901428,Female,3,5,2,369889,357688,397495,31,4720200,Married,Cash,0,1,1,0,0,0,16,1
470167,Female,2,2,2,469989,511637,554870,33,3406200,Married,Cash,0,1,1,0,0,0,27,1
341995,Female,2,3,5,341312,372487,400049,31,2965700,Single,Cash,0,0,1,0,0,1,3,1
250456,Female,4,4,3,365601,349641,323802,35,5506600,Married,Credit Card,0,1,1,0,0,0,4,0
653631,Male,2,6,6,876455,924278,895310,34,5600200,Married,Debit Card,0,1,1,0,0,0,23,0
613015,Female,2,2,1,1004430,940138,982479,22,6457400,Single,Cash,0,0,1,0,0,0,12,0
959201,Female,2,1,2,226236,200044,190739,29,3497200,Single,Credit Card,1,1,1,0,0,0,8,0
535170,Female,0,0,0,0,0,0,27,6307700,Married,Credit Card,0,0,1,0,0,1,96,0
94574,Male,1,4,3,696238,687190,783214,25,3640900,Married,Credit Card,1,0,1,0,0,0,15,1
930913,Male,0,1,6,0,1000843,989107,34,6931900,Married,Cash,0,1,1,0,0,0,44,0
321309,Female,1,5,5,286134,269061,254513,26,6919200,Married,Credit Card,0,1,1,0,0,0,21,0
29903,Male,1,3,2,397271,336810,315290,34,5688600,Married,Debit Card,0,1,1,0,0,0,10,0
61958,Male,6,7,11,301802,239671,283024,27,4827100,Single,Debit Card,0,1,1,0,1,0,5,0
748941,Male,3,4,5,498736,551887,488240,24,4314100,Married,Credit Card,0,0,1,0,0,0,10,1
941662,Female,1,3,1,387840,396961,348501,24,5603800,Single,Cash,0,1,1,0,0,0,6,0
456349,Male,7,8,4,490556,604377,544153,25,3919400,Married,Cash,1,1,1,0,0,1,17,1
132105,Male,4,2,3,166974,164562,160616,25,8021700,Married,Credit Card,1,1,1,0,0,0,8,0
332965,Male,1,2,3,778152,948215,1009452,32,13669300,Married,Credit Card,0,0,0,0,0,0,26,0
27978,Female,1,0,2,277907,0,275902,31,3960700,Married,Cash,0,1,1,0,0,0,1,0
242391,Male,4,3,3,123834,115187,130884,35,3228500,Married,Cash,0,0,1,0,0,1,23,0
947114,Female,0,0,1,0,0,788782,24,4679300,Married,Cash,0,1,1,0,0,1,43,0
5751,Male,3,3,2,360367,475851,523721,29,9712100,Single,Debit Card,1,1,1,0,0,0,9,1
391264,Male,6,5,2,243302,237369,207905,27,5199400,Single,Cash,1,1,1,0,0,0,28,0
156769,Female,2,2,1,571698,495712,505124,31,7557200,Married,Debit Card,0,1,1,0,0,0,15,1
451651,Female,0,0,2,0,0,451885,24,5163200,Married,Cash,0,1,1,0,0,0,41,0
765875,Female,4,8,10,312264,351886,335024,25,2894800,Married,Credit Card,0,1,0,0,1,0,27,0
458768,Male,7,13,14,179397,192751,248669,25,11628300,Married,Debit Card,1,1,1,0,0,0,3,0
351763,Male,4,3,3,101472,118537,125409,28,3290800,Married,Cash,0,1,1,0,0,0,26,0
248564,Female,4,5,3,135495,132166,125293,21,3181900,Married,Cash,0,1,1,0,0,0,29,0
603228,Female,1,5,4,525840,460839,458633,33,3623800,Married,Credit Card,0,0,1,0,0,0,5,1
397759,Female,3,5,5,899814,916373,828758,38,4560400,Married,Cash,1,1,0,0,0,1,27,0
549231,Male,4,3,3,973438,975498,830398,29,7172900,Married,Credit Card,0,1,1,0,0,1,20,0
27014,Female,1,3,3,685699,746791,646544,29,5170900,Single,Credit Card,0,1,1,0,0,0,13,0
683817,Female,3,4,6,346608,358463,431886,31,3024900,Married,Cash,0,1,1,0,0,0,10,1
549198,Female,2,1,1,780686,759825,780923,24,1405600,Single,Debit Card,0,0,1,0,0,0,17,0
359077,Male,4,8,3,170387,199510,202494,20,6561800,Single,Cash,0,1,1,0,0,1,19,0
975423,Female,2,5,3,280002,279250,274667,33,8579600,Married,Cash,1,1,0,0,0,0,7,0
161217,Male,6,3,3,559472,566458,589998,24,8178100,Single,Debit Card,0,1,1,0,0,0,18,1
661626,Female,2,3,5,922921,925991,820695,30,2114900,Married,Debit Card,0,1,1,0,0,0,22,1
373299,Female,2,1,3,411500,358734,366647,41,2209300,Single,Credit Card,0,0,1,0,0,0,16,1
703479,Male,5,10,8,369624,393295,438146,42,4051200,Married,Cash,1,1,1,0,0,0,15,1
475800,Female,4,6,8,182602,168454,204299,24,10793500,Married,Debit Card,0,1,1,0,0,0,19,0
250807,Female,1,5,4,272801,319654,358185,23,4679100,Married,Credit Card,0,0,1,1,0,0,20,0
539466,Female,2,1,2,330875,407265,426354,27,5914300,Married,Credit Card,0,1,1,0,1,0,9,1
815936,Male,4,5,1,500267,461775,526723,31,2896600,Married,Debit Card,0,1,1,0,0,0,3,1
532101,Male,2,4,3,226607,237856,249235,26,6815800,Single,Cash,0,1,1,0,0,1,27,0
413037,Female,5,6,3,239813,234350,262660,27,3520200,Single,Cash,0,1,0,0,0,0,22,0
71107,Male,2,3,3,171145,157276,138329,38,2757700,Married,Credit Card,0,1,1,0,0,0,2,0
381990,Female,5,4,3,477774,483694,476080,31,3477100,Married,Credit Card,0,1,0,0,0,0,5,1
869790,Female,1,2,2,426639,486654,503485,24,8310400,Single,Debit Card,0,1,1,0,0,0,4,1
789882,Female,3,3,2,169559,168917,147257,28,7679700,Single,Cash,0,1,0,0,0,1,11,0
801339,Female,2,3,0,449232,532451,0,35,10425300,Married,Cash,0,1,0,0,1,0,21,1
693725,Female,3,1,3,289457,334529,348158,27,4339800,Single,Cash,0,0,1,0,0,1,1,0
925348,Female,0,5,4,0,1487968,1463693,21,4589500,Single,Cash,0,1,1,0,0,0,57,0
667366,Female,5,1,1,147552,150842,165757,32,4202000,Married,Cash,0,0,1,0,0,1,26,0
817848,Female,1,1,2,345168,316896,307414,29,5225100,Married,Debit Card,0,1,1,0,1,0,25,0
50123,Female,2,4,3,814249,783136,908593,40,5395000,Married,Cash,0,1,1,0,1,0,21,0
538588,Male,3,2,2,879892,754451,845803,21,2453700,Married,Cash,0,0,1,0,0,0,11,0
421485,Female,4,4,4,699057,627251,643892,24,4158400,Married,Credit Card,1,1,1,0,0,0,0,0
564314,Female,5,7,2,393608,397802,377812,28,4457100,Married,Credit Card,0,1,1,0,0,0,0,1
417619,Male,5,6,7,900012,822826,948955,29,3418500,Single,Cash,0,1,1,0,0,0,20,0
459958,Male,3,3,3,934483,918562,841161,37,4377800,Married,Debit Card,0,1,1,0,0,0,29,0
696736,Female,2,4,4,355476,321705,394122,33,3305900,Married,Credit Card,1,1,1,0,0,0,15,1
154986,Female,2,3,4,239558,235478,257517,26,7932100,Married,Cash,0,1,1,1,0,0,6,0
970789,Female,2,2,1,211834,201696,206329,32,4520400,Married,Cash,0,1,1,1,0,0,7,0
549106,Male,6,3,5,438650,413390,482569,33,4914800,Married,Cash,0,1,1,0,0,0,9,1
34233,Female,3,5,4,383329,347869,367861,28,2779400,Married,Debit Card,0,0,1,0,0,0,29,1
17086,Female,2,1,1,268749,271212,257135,24,8006300,Married,Credit Card,1,1,1,0,0,0,9,0
445228,Male,4,7,3,257583,239626,251429,25,6114300,Single,Cash,0,1,0,0,0,0,19,0
96970,Female,2,0,2,684950,0,650491,28,3988300,Married,Credit Card,0,1,1,0,0,1,14,0
144234,Male,5,5,3,512138,484562,471115,33,3142000,Single,Debit Card,0,1,1,0,0,0,5,1
230440,Male,1,3,3,687185,730481,541699,27,5822500,Married,Cash,0,1,1,0,0,0,4,1
36833,Male,2,6,6,679319,713974,678212,25,5024000,Single,Cash,0,1,0,0,0,1,25,1
883676,Female,5,5,5,311687,327184,317251,34,3726300,Married,Cash,1,0,1,0,0,1,17,1
421247,Female,3,9,9,426300,489871,492885,22,4358100,Single,Credit Card,0,1,1,1,0,0,25,1
242158,Female,6,6,1,306646,337203,314497,31,5133700,Married,Credit Card,1,1,1,0,0,1,19,0
830053,Female,5,9,4,262022,259171,248521,36,4091900,Married,Cash,1,1,1,0,1,0,14,1
846019,Male,1,3,5,711192,734177,718973,26,4897600,Single,Cash,0,1,1,0,0,0,29,0
633081,Male,4,3,3,612042,644044,593514,34,2923800,Single,Cash,0,1,1,1,0,0,19,0
46230,Female,1,2,2,430683,396199,396100,28,9441900,Married,Credit Card,0,0,1,0,1,0,22,1
629311,Female,3,3,7,381103,427656,401907,35,2305000,Married,Debit Card,0,1,1,0,0,0,3,1
436644,Male,2,2,3,188320,212806,200635,30,9586100,Married,Cash,0,1,1,0,0,1,29,1
653572,Female,4,3,0,518833,506037,0,31,7238400,Single,Credit Card,0,1,0,0,0,0,18,0
628195,Male,2,3,4,654348,696090,634525,22,6970100,Single,Credit Card,0,0,1,0,0,0,9,0
157841,Male,3,5,7,462709,501895,589730,31,5252900,Married,Credit Card,0,1,1,0,0,0,19,1
959538,Female,3,1,1,367633,292505,313351,26,9365100,Single,Credit Card,1,0,1,0,0,0,21,0
306091,Female,4,1,1,983254,882565,923107,23,9917400,Single,Cash,0,1,0,0,0,0,25,0
864455,Female,2,3,7,289653,246471,254367,27,4809100,Single,Debit Card,0,1,0,0,0,0,9,1
66991,Female,3,2,5,270476,310116,336940,32,9082300,Married,Cash,0,0,0,0,0,0,1,0
887933,Female,4,5,5,392221,366073,318957,29,5410500,Married,Credit Card,0,1,1,0,0,0,7,1
235950,Female,5,7,5,859446,843623,865616,23,3732400,Single,Credit Card,0,1,1,0,0,0,12,1
6913,Male,0,3,4,0,321142,238955,25,1730900,Married,Credit Card,0,1,1,0,0,1,56,0
862729,Male,3,1,2,480536,484317,543026,37,3479800,Single,Cash,0,0,1,1,0,0,11,1
838366,Female,5,4,6,596466,627500,622681,36,6285300,Single,Cash,0,1,1,0,0,1,29,1
31004,Male,3,4,7,206342,197055,187603,32,4414500,Married,Cash,0,0,1,0,0,0,13,0
107086,Female,3,2,2,504880,518689,520028,25,4694700,Single,Credit Card,0,0,1,1,0,1,23,1
745803,Female,2,2,2,554635,529073,526557,59,5830500,Married,Cash,1,1,1,0,0,0,6,1
800274,Male,7,6,2,244544,292453,305385,22,6070200,Married,Debit Card,1,1,1,0,0,1,7,1
135573,Male,3,7,7,358195,335569,362477,34,2589300,Married,Cash,0,1,1,0,0,1,9,1
758042,Female,1,3,1,605694,627615,740591,21,6687200,Single,Cash,0,1,1,0,0,0,15,0
280961,Male,2,0,1,687133,0,723131,38,3219000,Married,Cash,1,0,1,0,0,0,12,0
801667,Female,3,2,4,490556,568914,560747,24,4040500,Married,Credit Card,0,1,1,1,1,0,13,1
57971,Female,3,3,2,527247,601365,477687,26,5481700,Married,Cash,0,1,1,0,0,0,1,1
282040,Male,3,4,3,395107,361996,380865,23,2152300,Married,Debit Card,0,1,1,1,1,0,16,1
107075,Male,3,7,6,559955,523159,462576,32,7433000,Single,Debit Card,0,0,1,0,0,0,4,1
707604,Female,1,1,2,331744,349907,313266,31,6428300,Single,Cash,0,1,1,1,0,0,14,1
904033,Female,3,4,4,135636,117568,119138,24,5678700,Single,Cash,0,0,1,0,1,0,20,0
765862,Female,5,5,7,626288,686603,631843,23,3334700,Single,Cash,0,0,0,1,1,0,17,1
58788,Female,1,5,9,558250,690670,614112,33,3424000,Married,Debit Card,0,1,1,1,0,1,29,1
308937,Male,2,0,1,988432,0,1029618,23,3857300,Single,Cash,0,1,1,0,0,1,6,0
703495,Female,3,5,2,653193,429164,509145,28,4092200,Single,Cash,0,1,0,0,0,1,7,1
893821,Male,6,3,0,702559,806138,0,38,12167700,Married,Cash,0,0,1,0,0,1,12,0
804789,Male,4,3,2,453022,527781,548821,32,3411000,Married,Cash,0,1,1,0,1,0,26,1
604606,Female,4,2,3,720701,661434,729573,29,4221700,Married,Debit Card,0,1,1,0,0,1,20,1
771594,Female,4,3,5,597962,521005,518149,24,4400000,Married,Debit Card,0,1,1,0,0,0,24,1
130178,Male,2,1,2,1144143,1235661,1278375,27,8009900,Married,Debit Card,0,1,1,0,0,0,7,0
93392,Female,1,1,1,503003,512546,487905,23,10401900,Single,Credit Card,0,0,1,0,0,1,2,1
153009,Female,2,4,7,413812,483631,514468,32,4827500,Married,Credit Card,1,1,1,0,0,1,7,1
71593,Female,3,0,0,991469,0,0,26,2637900,Married,Cash,0,1,1,0,0,1,5,0
405024,Female,6,4,2,223115,238666,231082,33,2898100,Married,Cash,0,1,1,0,0,0,0,0
716264,Female,2,1,3,230901,206536,212596,33,2037800,Married,Credit Card,0,0,1,0,1,0,19,0
568730,Female,1,3,4,453390,507865,522822,23,3824300,Married,Debit Card,0,1,1,0,0,0,15,1
56953,Female,4,1,3,209548,192107,187864,33,2785900,Married,Cash,0,1,1,0,0,0,29,0
813668,Male,3,1,2,222815,233567,243612,43,3052800,Married,Cash,0,1,1,1,0,0,16,1
874182,Male,6,5,4,350159,413989,386274,35,3320300,Married,Credit Card,0,1,1,0,0,1,20,1
701158,Male,2,2,3,356498,292716,361037,27,4741300,Single,Debit Card,1,1,1,0,0,1,20,0
903938,Female,4,3,2,327073,325508,340575,26,5475700,Married,Credit Card,0,1,0,0,0,1,6,0
983811,Male,3,4,3,361092,337038,309166,26,4587400,Single,Debit Card,0,1,1,1,1,0,25,0
165543,Male,3,2,3,826602,1027474,804986,31,3844100,Single,Debit Card,0,1,1,0,1,0,10,0
383423,Female,3,2,4,424508,406890,327399,27,4223600,Married,Cash,0,1,1,0,0,0,26,1
697488,Male,7,6,7,1000714,868397,951178,26,5598400,Married,Debit Card,1,1,1,0,0,0,29,0
125191,Male,2,0,1,616942,0,623662,35,2217500,Married,Cash,0,1,1,0,0,0,19,0
148174,Female,4,8,6,474273,474322,483604,30,4984700,Single,Credit Card,0,1,0,0,0,0,21,1
654810,Female,5,0,2,683689,0,574650,24,2585900,Married,Debit Card,0,1,1,0,0,0,27,0
831424,Female,3,3,5,305223,259496,260885,40,4120300,Married,Debit Card,1,1,0,0,0,0,26,1
191374,Female,6,6,1,402402,392079,402125,25,2621700,Single,Debit Card,0,1,1,0,0,1,17,1
867367,Male,2,4,4,362332,394893,316855,32,3495500,Single,Debit Card,0,0,1,0,0,1,10,1
505725,Male,2,2,3,333137,332703,332560,23,4117800,Single,Cash,0,0,1,0,0,0,13,0
983567,Female,6,4,3,216742,222094,228902,31,2986800,Single,Credit Card,0,0,1,0,0,1,23,0
182638,Female,2,1,3,273905,306620,278066,30,4762000,Married,Cash,0,1,1,0,0,0,9,0
405277,Female,3,4,6,758654,764481,839079,42,3300600,Married,Debit Card,1,0,1,0,0,1,24,0
893398,Female,2,5,5,371929,360775,337804,26,4563300,Single,Debit Card,0,0,1,0,0,1,5,1
210082,Female,3,0,2,138507,0,182309,26,3500000,Married,Debit Card,0,1,1,0,0,0,12,0
940674,Female,1,5,4,260610,238605,225171,24,3194600,Married,Cash,0,0,1,0,0,0,25,1
557184,Female,2,1,1,276500,363281,370300,31,7845200,Married,Cash,0,1,1,0,0,0,14,0
231750,Male,3,6,1,308414,353559,389211,27,6015700,Single,Credit Card,0,1,1,1,0,0,25,0
56634,Male,3,7,7,684132,604389,503929,36,3815200,Married,Cash,0,0,0,0,0,0,19,1
843790,Female,4,1,2,724398,730076,687886,36,5374700,Married,Cash,0,0,1,0,0,0,6,0
459866,Female,1,2,3,301539,303756,342257,24,2034600,Single,Credit Card,1,1,1,0,0,0,4,1
74624,Female,5,4,4,410057,398194,397834,35,3471300,Single,Debit Card,0,1,1,0,0,0,11,0
97649,Female,4,6,6,122384,93256,116943,26,3645800,Married,Debit Card,0,1,1,0,0,0,22,0
340657,Male,6,4,5,446358,469517,557678,36,11286200,Married,Credit Card,0,0,1,0,0,1,4,1
317914,Female,0,1,2,0,215792,206521,33,3051500,Married,Cash,0,0,1,0,0,1,37,0
552996,Female,3,3,4,574161,583685,567552,31,4210000,Single,Credit Card,0,0,1,0,1,0,11,0
621907,Male,6,11,9,536838,562646,495194,23,2507500,Married,Credit Card,0,1,1,0,0,1,17,1
14175,Female,4,2,0,238779,243905,0,38,2306300,Married,Debit Card,0,1,1,0,0,0,11,0
174118,Male,6,4,5,1189958,1287516,1422409,33,3205500,Married,Credit Card,0,1,1,0,0,0,5,0
4109,Male,1,2,3,791195,900065,999955,31,11224200,Single,Cash,0,0,1,0,0,0,27,0
870222,Female,2,2,4,447995,397456,372242,29,4002000,Married,Cash,0,1,1,0,1,1,26,1
507166,Male,3,1,1,208653,206288,202459,25,4802000,Married,Cash,0,0,1,1,0,0,12,0
102349,Male,3,4,3,231521,251973,222614,23,4926100,Single,Cash,0,0,1,0,0,0,9,0
516135,Female,5,6,3,605301,611297,592623,24,4511100,Married,Credit Card,0,1,1,0,0,0,7,1
715077,Female,3,7,6,481739,438096,524519,27,4314100,Single,Cash,0,1,1,0,0,0,1,1
467677,Female,2,0,1,414612,0,503708,31,5058500,Married,Cash,0,1,1,0,0,0,25,0
154262,Female,4,4,0,463616,408918,0,27,4781700,Single,Cash,0,1,1,0,0,0,11,0
655497,Female,2,3,4,697132,654398,563364,27,4622600,Single,Debit Card,1,1,1,0,0,0,19,1
773671,Female,3,4,4,188469,175108,193994,31,2073900,Single,Cash,0,1,1,0,0,0,21,0
262242,Female,2,3,3,223128,233418,231207,30,4857400,Married,Cash,0,0,1,0,1,0,29,0
161386,Male,2,4,2,1320547,1355370,1098799,34,7688200,Married,Cash,0,1,1,0,0,0,14,0
842104,Male,2,2,5,305391,325897,402443,29,4131600,Single,Cash,0,1,1,0,0,0,3,0
767219,Male,2,0,1,486804,0,478904,39,3015600,Married,Cash,0,0,1,0,0,0,29,1
699152,Male,1,0,2,759822,0,706090,25,3147400,Married,Cash,0,0,1,0,0,0,8,0
615774,Female,4,3,1,437611,415329,478158,23,1499700,Married,Debit Card,1,0,1,0,0,1,16,1
33223,Female,10,8,3,861164,884614,780818,41,6465100,Married,Credit Card,0,0,1,0,0,0,29,0
318265,Female,4,6,5,344273,328346,331514,26,7317900,Married,Cash,0,0,1,0,0,1,16,1
898894,Female,3,3,2,492762,542899,530842,30,7489400,Married,Credit Card,0,0,0,0,0,1,8,1
79496,Female,0,2,2,0,665612,583768,32,6158100,Married,Cash,0,0,1,0,0,1,34,0
758243,Female,2,3,4,638318,617343,672298,22,6355300,Single,Debit Card,1,1,0,0,0,0,2,1
738290,Male,1,2,8,264065,233891,290539,34,5203000,Married,Cash,0,1,1,0,0,0,23,1
803625,Female,4,3,6,197038,226153,191468,25,3857000,Married,Cash,0,1,1,0,0,0,16,0
58452,Male,1,2,2,423436,502319,577847,31,7041500,Married,Cash,0,1,1,0,0,1,4,1
349184,Female,4,4,8,353618,316267,364520,32,8279400,Single,Credit Card,0,1,1,0,0,0,27,1
425629,Female,2,1,0,282569,209708,0,32,1913400,Single,Cash,0,0,1,0,1,0,26,0
707433,Female,3,4,4,307468,323140,291201,27,2843200,Single,Credit Card,0,1,1,0,0,0,17,0
83974,Female,5,4,3,546055,527725,556249,33,4394400,Married,Credit Card,1,0,1,0,0,1,8,1
356747,Female,1,1,1,272341,268005,285458,28,5443200,Married,Debit Card,0,0,1,0,0,0,20,0
46008,Female,2,3,7,552805,574625,619319,39,7741100,Single,Cash,0,1,1,0,0,0,12,1
998625,Female,1,4,0,458566,504159,0,30,2491100,Married,Debit Card,0,1,1,0,0,0,20,0
633999,Male,2,2,3,664849,673200,716935,23,2534200,Single,Credit Card,0,1,1,0,0,0,20,0
979331,Male,6,10,6,409972,388082,347527,28,4862800,Married,Cash,0,1,1,0,0,0,4,1
951298,Female,2,6,6,291658,306741,327335,32,3247600,Married,Debit Card,0,1,1,0,0,1,11,0
356106,Male,4,2,3,256034,280668,249749,33,3013100,Single,Credit Card,0,1,0,0,0,0,17,0
179907,Female,3,9,7,480339,487964,338540,24,6996800,Single,Credit Card,0,0,1,0,0,0,27,1
247522,Female,2,2,2,294688,278672,285448,25,3830900,Married,Cash,0,0,1,0,0,0,29,0
84944,Female,0,2,1,0,919238,1044632,30,4222400,Married,Debit Card,0,1,1,0,0,0,37,0
62293,Female,5,6,9,348478,370609,337729,27,4134700,Single,Cash,0,0,1,0,0,0,27,1
842209,Female,0,2,4,0,381036,375876,24,4242300,Married,Credit Card,0,1,0,0,0,0,36,0
71151,Male,2,2,4,428281,449130,429359,28,5871100,Married,Debit Card,0,1,1,1,0,1,2,1
821381,Female,1,3,3,503699,436381,412051,26,2538000,Single,Cash,0,1,1,0,0,0,29,1
145714,Female,2,2,3,1035106,1314496,1567080,40,5164100,Married,Credit Card,0,1,0,0,0,0,24,0
337609,Female,4,6,1,1289693,1333062,1402672,27,5818600,Single,Cash,0,1,0,0,0,0,1,0
775855,Female,3,1,1,541267,471410,495386,25,6167900,Single,Cash,0,1,1,0,0,0,15,1
247039,Female,3,2,5,325978,322934,353190,37,1685200,Married,Cash,0,1,1,0,0,0,5,0
955647,Male,0,2,4,0,600175,521789,25,5247200,Single,Debit Card,1,1,1,0,0,1,54,0
584937,Male,3,6,5,688856,698583,626189,33,11070600,Single,Cash,1,0,1,0,0,0,16,0
401173,Female,3,8,6,333373,353169,308577,26,6208900,Married,Credit Card,0,1,1,0,0,0,1,0
184662,Male,2,3,8,1067076,1210538,851749,22,8309800,Single,Credit Card,0,1,1,1,0,0,2,0
313576,Female,5,7,7,362936,277611,295932,31,5361700,Married,Credit Card,0,1,1,0,0,0,3,0
374383,Female,2,7,7,302018,292932,315448,26,3467600,Single,Credit Card,0,0,1,0,0,0,12,0
241794,Female,8,8,8,389406,375770,376793,29,6755400,Married,Credit Card,0,1,1,0,0,0,13,1
745693,Female,7,9,13,425569,439771,437853,32,3815800,Single,Debit Card,1,1,1,0,0,0,8,1
960010,Male,1,7,4,259200,277432,280928,26,8947000,Single,Credit Card,0,0,1,0,0,0,0,0
132422,Male,3,3,5,314026,234124,243366,25,4804700,Single,Credit Card,1,0,1,0,0,0,2,0
48706,Male,5,5,6,516962,532931,578500,40,3731900,Married,Cash,0,1,1,0,1,0,25,1
797073,Female,6,5,3,515891,521105,490256,34,5894000,Married,Cash,1,1,1,0,0,0,7,1
640037,Female,2,2,2,456464,473762,539436,36,7643200,Single,Debit Card,1,1,1,0,0,1,25,1
168663,Female,4,1,2,386554,366511,398714,43,7419900,Married,Credit Card,0,1,1,0,1,0,23,1
134451,Male,2,6,2,711314,699211,786367,29,4551200,Married,Cash,0,0,1,0,1,0,2,0
846856,Male,2,5,3,390818,286849,348474,25,3121500,Single,Cash,0,1,1,0,0,1,9,0
561213,Male,2,1,4,1233368,1340885,1551264,29,7938300,Single,Cash,0,1,1,0,0,0,9,0
889195,Male,4,2,3,557900,507884,504311,27,3471600,Married,Credit Card,0,0,1,0,0,0,13,1
109197,Female,2,2,2,109596,108415,122637,31,11785200,Single,Cash,0,1,1,0,0,0,23,0
26734,Female,2,4,2,271061,266591,273414,27,5358100,Single,Credit Card,1,1,1,0,0,0,22,0
665127,Female,3,8,7,503665,463008,434496,27,4691300,Married,Cash,0,1,0,0,0,0,9,1
429693,Female,4,1,5,705675,696892,694516,34,5627300,Married,Credit Card,0,1,1,1,0,0,17,0
757235,Male,3,5,6,313984,311803,346362,35,4498600,Married,Credit Card,1,1,1,0,0,1,24,1
249572,Male,2,0,2,810347,0,845991,35,3682400,Married,Cash,0,0,1,0,1,1,18,0
609706,Male,0,0,4,0,0,508709,20,4420200,Single,Cash,0,1,1,1,0,1,40,0
881063,Male,2,1,3,555520,623829,695233,28,5616200,Married,Cash,0,1,1,0,0,0,15,1
615332,Male,1,2,1,217234,214926,205022,23,2378300,Single,Cash,0,1,1,0,0,0,20,0
779025,Male,1,0,1,402314,0,354205,26,8888400,Married,Debit Card,0,1,1,0,0,0,21,1
259277,Female,6,5,3,1260978,1368024,1245499,36,3673800,Married,Cash,0,1,1,0,0,1,9,0
932251,Female,4,3,1,850427,1046905,1188242,27,2179800,Married,Debit Card,0,0,1,1,0,1,5,0
386224,Female,1,1,0,319574,302578,0,31,6636600,Married,Cash,0,1,1,0,0,0,11,0
482105,Female,6,10,8,465809,505510,544739,28,7665100,Married,Debit Card,0,1,1,0,0,0,15,1
882897,Male,5,3,1,649520,571879,514722,24,3449100,Married,Debit Card,0,1,1,1,0,0,18,1
433491,Female,1,4,5,634755,610406,660148,37,6244200,Single,Credit Card,0,0,1,1,0,0,6,0
793518,Female,4,5,2,194418,188815,192151,36,2605500,Married,Credit Card,0,0,1,1,0,0,21,1
787601,Female,2,1,1,440015,460233,425014,34,12346000,Married,Debit Card,0,1,1,0,0,0,20,1
84716,Female,9,7,10,352183,403385,300981,31,3968700,Single,Debit Card,0,1,1,0,0,0,4,1
600237,Female,5,9,2,192852,175905,168208,29,2533700,Married,Debit Card,0,1,1,0,0,1,15,0
73964,Female,1,4,7,417002,419070,353786,28,2955700,Married,Credit Card,0,1,1,0,0,1,7,1
405292,Male,2,2,1,243847,245591,250501,33,4502800,Married,Credit Card,0,1,1,0,0,1,10,0
98831,Male,5,4,2,200338,202009,209782,28,10925300,Single,Debit Card,0,1,1,0,0,0,3,0
174650,Female,3,4,2,459916,483175,513506,25,7576200,Married,Cash,0,1,0,0,1,1,29,1
513100,Female,1,0,1,478982,0,449075,32,6040400,Married,Credit Card,0,0,1,0,0,1,0,0
893321,Female,5,9,2,123639,135880,137981,22,6192600,Single,Cash,0,1,1,0,0,0,18,0
610659,Female,4,7,4,483387,474651,424673,27,6001100,Married,Credit Card,0,1,1,0,0,1,9,1
928909,Female,2,4,4,279666,246452,223070,27,5654300,Single,Credit Card,0,0,1,0,1,0,25,0
418303,Female,3,6,3,684193,670806,575040,33,6655400,Married,Cash,0,0,1,0,0,0,15,1
714936,Female,2,6,2,770322,892461,793255,26,7025100,Married,Debit Card,0,0,0,1,0,1,21,0
500162,Male,3,1,0,563266,615994,0,37,10513300,Married,Cash,0,1,1,0,0,0,20,0
